,Timestamp,Cell,Isc,Voc,MPP,MPPv,MPPi,MPPsqm,FF,Irradiation,Efficiency,Temperature
378,2024-07-31 11:30:42,cell_1,0.003851551,21.42857142857143,0.048557469387755105,16.3265306122449,0.002974145,6.474329251700681,0.5883383702033903,322.48747004744683,2.0076219552803485,32.15337675981888
379,2024-07-31 11:30:57,cell_1,0.005404944,20.918367346938776,0.041927295918367344,15.306122448979592,0.00273925,5.590306122448979,0.3708325689022278,202.7462792007561,2.757291598389112,32.16500119407324
380,2024-07-31 11:31:13,cell_1,0.003743851,20.918367346938776,0.040466830612244896,15.816326530612246,0.002558548,5.395577414965986,0.5167171189342269,201.51457293148385,2.6775122694478846,32.20090803448721
381,2024-07-31 11:31:29,cell_1,0.003747783,20.918367346938776,0.04032699846938776,15.816326530612246,0.002549707,5.376933129251702,0.5143913732204983,198.3745906882166,2.710494882735549,32.23707358634046
382,2024-07-31 11:31:45,cell_1,0.003643931,20.918367346938776,0.037712969387755105,15.306122448979592,0.002463914,5.028395918367347,0.494757969467321,185.2435822776351,2.714477800818494,32.2711728926702
383,2024-07-31 11:32:00,cell_1,0.003466,20.918367346938776,0.03718638214285715,15.816326530612246,0.002351139,4.958184285714286,0.5128939594387288,181.71724789735464,2.728516056172599,32.29209763877472
384,2024-07-31 11:32:16,cell_1,0.00344884,20.918367346938776,0.03649677551020408,15.306122448979592,0.002384456,4.866236734693878,0.5058871685665396,179.51961355239666,2.7106992035015502,32.30191423135059
385,2024-07-31 11:32:32,cell_1,0.003399951,20.918367346938776,0.036296492346938776,15.816326530612246,0.002294875,4.83953231292517,0.51034541093207,178.88342609475984,2.7054112382449156,32.32128916949585
386,2024-07-31 11:32:47,cell_1,0.00338804,20.918367346938776,0.03630536530612245,15.816326530612246,0.002295436,4.840715374149661,0.5122647787439375,178.69020229310064,2.7089987654776775,32.3618477359932
387,2024-07-31 11:33:03,cell_1,0.003392865,20.918367346938776,0.03640571989795919,15.816326530612246,0.002301781,4.854095986394559,0.5129502647467554,179.2860075036516,2.7074594688019324,32.426432453692364
388,2024-07-31 11:33:19,cell_1,0.003409434,20.918367346938776,0.03664111428571429,15.816326530612246,0.002316664,4.885481904761905,0.5137580020613393,180.05097900695952,2.7133881369081956,32.47035077266189
389,2024-07-31 11:33:35,cell_1,0.003430333,20.918367346938776,0.036939394387755106,15.816326530612246,0.002335523,4.9252525850340145,0.514784787337684,181.04917469379183,2.720394938758537,32.51039444744952
390,2024-07-31 11:33:50,cell_1,0.003465614,20.918367346938776,0.037389368877551024,15.816326530612246,0.002363973,4.98524918367347,0.5157510962017683,182.25682345416186,2.7352880891876596,32.556380677126135
391,2024-07-31 11:34:06,cell_1,0.003494818,20.918367346938776,0.03782504540816327,15.816326530612246,0.002391519,5.043339387755102,0.5174008154149456,183.9716846938873,2.741367181665361,32.58738298582421
392,2024-07-31 11:34:22,cell_1,0.003533169,20.918367346938776,0.038227444387755105,15.816326530612246,0.002416961,5.096992585034014,0.5172292401164991,185.93628578793115,2.7412576106028963,32.63207848565444
393,2024-07-31 11:34:38,cell_1,0.003567595,20.918367346938776,0.03872407704081633,15.816326530612246,0.002448361,5.163210272108844,0.518892918194976,187.7796446744122,2.7496112696672967,32.662823135058716
394,2024-07-31 11:34:54,cell_1,0.003615075,20.918367346938776,0.03921653418367348,15.816326530612246,0.002479497,5.228871224489797,0.5185899695431884,189.82472386371234,2.754578601807396,32.704160923376385
395,2024-07-31 11:35:10,cell_1,0.003651933,20.918367346938776,0.03980627755102041,15.816326530612246,0.002516784,5.307503673469388,0.521075891562753,191.84536367888956,2.766553004821674,32.7480828821979
396,2024-07-31 11:35:26,cell_1,0.003698519,20.918367346938776,0.04036661836734694,15.816326530612246,0.002552212,5.382215782312925,0.5217551317953707,194.11583881469036,2.772682443214215,32.800273252291866
397,2024-07-31 11:35:41,cell_1,0.003742026,20.918367346938776,0.040762010714285715,15.816326530612246,0.002577211,5.4349347619047625,0.5207400887165168,196.27347277778307,2.7690623113690394,32.84290460329428
398,2024-07-31 11:35:57,cell_1,0.003780195,20.918367346938776,0.04127532959183674,15.816326530612246,0.002609666,5.503377278911565,0.5219736276993583,198.25401674478994,2.775922207919751,32.85814867256701
399,2024-07-31 11:36:13,cell_1,0.003822518,20.918367346938776,0.04180495510204082,15.816326530612246,0.002643152,5.573994013605443,0.5228178861388763,200.7982892438114,2.775917083057137,32.937470626850946
400,2024-07-31 11:36:29,cell_1,0.00386869,20.918367346938776,0.04239104489795918,15.816326530612246,0.002680208,5.652139319727891,0.523820397009664,203.22962510381961,2.781159152776325,32.99896581187137
401,2024-07-31 11:36:45,cell_1,0.003919883,20.918367346938776,0.04297503112244898,15.816326530612246,0.002717131,5.730004149659864,0.5241013882177655,205.62878881898635,2.786576812794413,33.052710427155
402,2024-07-31 11:37:00,cell_1,0.003967669,20.918367346938776,0.04342726734693878,15.816326530612246,0.002745724,5.790302312925171,0.5232380068781431,207.2066559107963,2.794457681619036,33.131003404486435
403,2024-07-31 11:37:16,cell_1,0.003990835,20.918367346938776,0.04379659438775511,15.816326530612246,0.002769075,5.839545918367348,0.5246247598957454,209.25163963379126,2.7906810807251334,33.17777334957914
404,2024-07-31 11:37:32,cell_1,0.004037765,20.918367346938776,0.0445650780612245,15.816326530612246,0.002817663,5.9420104081632665,0.52762558542937,213.51058243992782,2.7830051045994777,33.243407412110635
405,2024-07-31 11:37:48,cell_1,0.004132532,20.918367346938776,0.04694777142857143,16.3265306122449,0.002875551,6.259702857142857,0.5430889555857953,223.25225061814433,2.8038699900273767,33.31214367477146
