,Timestamp,Cell,Isc,Voc,MPP,MPPv,MPPi,FF,Irradiation,Efficiency,Temperature
398,2024-07-19 13:01:51,cell_1,0.003930247,20.408163265306122,0.04227433163265306,15.306122448979592,0.002761923,0.5270514168702374,260.52124602621507,2.1635769201154615,41.18557565262674
399,2024-07-19 13:02:07,cell_2,0.003432053,17.857142857142858,0.02072031428571429,10.714285714285715,0.001933896,0.33808848523026896,257.4698565141433,1.073022142798612,41.0980286042788
400,2024-07-19 13:02:23,cell_1,0.0038388,20.408163265306122,0.04119910714285714,15.306122448979592,0.002691675,0.5258821115973742,254.34600807644946,2.159740711976567,41.002195706694614
401,2024-07-19 13:02:39,cell_2,0.003355992,17.857142857142858,0.019938775510204083,10.204081632653061,0.001954,0.3327098004320119,252.24479469971072,1.053937864020309,40.91957441388764
402,2024-07-19 13:02:56,cell_1,0.003761427,20.408163265306122,0.040642255102040815,15.306122448979592,0.002655294,0.5294454737523818,252.61520396376096,2.1451469515335093,40.80276848411616
403,2024-07-19 13:03:12,cell_2,0.00331625,17.857142857142858,0.019826303571428575,10.714285714285715,0.001850455,0.3347977384093479,252.51840113032102,1.0468572314034525,40.6820819434143
404,2024-07-19 13:03:28,cell_1,0.003761267,20.408163265306122,0.040632306122448975,15.306122448979592,0.002654644,0.5293383851771225,252.75993088239505,2.1433938510005635,40.54586159724495
405,2024-07-19 13:03:44,cell_2,0.003322282,17.857142857142858,0.019902675,10.714285714285715,0.001857583,0.3354771810460401,252.12383889106343,1.0525343464830372,40.439427128519384
406,2024-07-19 13:04:00,cell_1,0.003755433,20.408163265306122,0.04037553061224489,15.306122448979592,0.002637868,0.5268103571545544,251.4074597370858,2.141306422356143,40.3757234469801
407,2024-07-19 13:04:16,cell_2,0.003312459,17.857142857142858,0.01982906785714286,10.714285714285715,0.001850713,0.33522763602507993,251.80975474706202,1.0499496800437442,40.30632406964766
408,2024-07-19 13:04:32,cell_1,0.0037489,20.408163265306122,0.04030308673469388,15.306122448979592,0.002633135,0.5267815225799568,250.3125566831187,2.1468139549874983,40.220612647753875
409,2024-07-19 13:04:49,cell_2,0.003296038,17.346938775510203,0.019474979591836732,10.204081632653061,0.001908548,0.34061357730634384,248.62967665562442,1.0443901872481842,40.15510056509304
410,2024-07-19 13:05:05,cell_1,0.003703768,20.408163265306122,0.040061295918367344,15.306122448979592,0.002617338,0.5300017441697212,249.90978434161664,2.137373747298887,40.11418853215464
411,2024-07-19 13:05:21,cell_2,0.003293634,17.346938775510203,0.019433892857142858,10.714285714285715,0.00181383,0.34014306529076466,247.98556549465866,1.0448937659403914,40.03961598776386
412,2024-07-19 13:05:37,cell_1,0.003694086,20.408163265306122,0.03952640816326531,15.306122448979592,0.002582392,0.524295861005943,245.36892953632017,2.1478627163843638,39.99145543672178
413,2024-07-19 13:05:53,cell_2,0.003222555,17.346938775510203,0.018926755102040813,10.204081632653061,0.001854822,0.33857351223047616,243.61387698211917,1.0358881760762753,39.95572386321332
414,2024-07-19 13:06:09,cell_1,0.003630722,20.408163265306122,0.03885347448979591,15.306122448979592,0.002538427,0.5243640934227407,242.07620120478478,2.1400134501134627,39.93501008238521
415,2024-07-19 13:06:25,cell_2,0.003183013,17.346938775510203,0.018521704081632652,10.204081632653061,0.001815127,0.3354437335649846,238.87998930777383,1.0338080436850223,39.92076943249665
416,2024-07-19 13:06:41,cell_1,0.003551024,20.408163265306122,0.03763293010204082,14.795918367346939,0.002543467,0.5192906539071548,235.62735682440882,2.129516742550691,39.83092527603261
417,2024-07-19 13:06:58,cell_2,0.003095717,17.346938775510203,0.01779608163265306,10.204081632653061,0.001744016,0.3313906809653086,233.64690832370715,1.0155541545049336,39.75376997316947
418,2024-07-19 13:07:14,cell_1,0.003475416,20.408163265306122,0.036931085714285716,14.795918367346939,0.002496032,0.5206925444320911,232.51983312489858,2.117731075120696,39.6921505736275
419,2024-07-19 13:07:30,cell_2,0.003045281,17.346938775510203,0.017519673469387754,10.204081632653061,0.001716928,0.3316467830255479,231.1592473436501,1.0105399154169734,39.698364243114824
420,2024-07-19 13:07:46,cell_1,0.003436244,20.408163265306122,0.03639391989795918,14.795918367346939,0.002459727,0.5189684070747013,230.3783329673792,2.106327704762203,39.65745779784428
421,2024-07-19 13:08:02,cell_2,0.003023744,16.836734693877553,0.017307867346938774,10.204081632653061,0.001696171,0.3399700583919882,229.94367487995112,1.0036004023434497,39.631309003219904
422,2024-07-19 13:08:18,cell_1,0.003420135,20.408163265306122,0.036440319897959185,14.795918367346939,0.002462863,0.5220775422607588,230.08859273119552,2.1116689280655265,39.55881836444225
423,2024-07-19 13:08:34,cell_2,0.003019703,16.836734693877553,0.017211255102040815,10.204081632653061,0.001686703,0.3385247630062434,230.26577819358658,0.9966022878467654,39.480892680229914
424,2024-07-19 13:08:50,cell_1,0.003422469,20.408163265306122,0.03646468877551021,14.795918367346939,0.00246451,0.5220703971314277,230.31408414400138,2.111012238557445,39.3967556910447
425,2024-07-19 13:09:06,cell_2,0.00301579,16.836734693877553,0.01718166326530612,10.204081632653061,0.001683803,0.33838120912486164,229.39627108612015,0.998659840688562,39.312361945215905
426,2024-07-19 13:09:22,cell_1,0.0034092,20.408163265306122,0.03603576989795918,14.795918367346939,0.002435521,0.5179375586647893,227.9713410151887,2.1076198869259497,39.24324350040916
427,2024-07-19 13:09:38,cell_2,0.002980981,16.836734693877553,0.01694584693877551,10.204081632653061,0.001660693,0.3376340225115846,227.38355497427185,0.9936717977511851,39.17257330899541
428,2024-07-19 13:09:54,cell_1,0.003371706,20.408163265306122,0.03572171173469388,14.795918367346939,0.002414295,0.5191330071483101,226.49800952753728,2.1028418341928603,39.08016069632015
429,2024-07-19 13:10:10,cell_2,0.002952471,16.836734693877553,0.01674988775510204,10.204081632653061,0.001641489,0.3369522742752827,226.14363860275512,0.987566301287827,38.987750636872846
430,2024-07-19 13:10:26,cell_1,0.003349548,20.408163265306122,0.03561970867346939,14.795918367346939,0.002407401,0.5210750002686931,226.69925249883056,2.094975804924817,38.880589227097914
431,2024-07-19 13:10:42,cell_2,0.002954953,16.836734693877553,0.016842020408163263,10.204081632653061,0.001650518,0.33852109979209116,227.10183390772232,0.9888087130114875,38.78870234645879
432,2024-07-19 13:10:58,cell_1,0.003363921,20.408163265306122,0.03583405102040816,15.306122448979592,0.002341158,0.5219707894448175,228.36590325444632,2.092200893959299,38.68361790934796
433,2024-07-19 13:11:14,cell_2,0.002973444,16.836734693877553,0.017075744897959183,10.204081632653061,0.001673423,0.3410845328096838,231.3367192049566,0.9841783847454927,38.622794681925924
434,2024-07-19 13:11:31,cell_1,0.003426679,20.408163265306122,0.036901469387755105,15.306122448979592,0.002410896,0.5276747544780237,235.8854022472768,2.0858416296611457,38.56973702496869
435,2024-07-19 13:11:47,cell_2,0.003079728,17.346938775510203,0.018140214285714284,10.204081632653061,0.001777741,0.33955271374614904,241.923646049127,0.9997762837966149,38.56067848471271
436,2024-07-19 13:12:03,cell_1,0.0035868,20.408163265306122,0.03884646428571429,15.306122448979592,0.002537969,0.5306894028103045,246.03776647032433,2.105176227915927,38.51331565935972
437,2024-07-19 13:12:19,cell_2,0.003213578,17.857142857142858,0.019376410714285718,10.714285714285715,0.001808465,0.3376544773458121,256.76980209834943,1.0061624877452973,38.440331634738676
438,2024-07-19 13:12:35,cell_1,0.003810003,20.408163265306122,0.04238895918367347,15.306122448979592,0.002769412,0.5451594132603045,265.07031093375593,2.132212092927397,38.4424020815777
439,2024-07-19 13:12:51,cell_2,0.003464916,17.857142857142858,0.021194228571428574,10.714285714285715,0.001978128,0.34254129104428505,266.4148583757363,1.0607130398379132,38.460518546080344
440,2024-07-19 13:13:07,cell_1,0.003944485,20.408163265306122,0.04292435204081632,15.306122448979592,0.002804391,0.53322379220608,266.8414972935302,2.1448114318140856,38.481999623978645
441,2024-07-19 13:13:23,cell_2,0.003488553,17.857142857142858,0.021637467857142857,10.714285714285715,0.002019497,0.34733547118246444,271.5191553141319,1.062538556790935,38.53195013358321
442,2024-07-19 13:13:39,cell_1,0.004022955,20.408163265306122,0.044064352040816324,15.306122448979592,0.002878871,0.5367082778703713,271.3097022405942,2.1655130245085785,38.51952713923439
443,2024-07-19 13:13:56,cell_2,0.003530694,17.857142857142858,0.021700542857142856,10.714285714285715,0.002025384,0.3441902356873747,266.74478992639547,1.0847093639894934,38.52185644716074
444,2024-07-19 13:14:12,cell_1,0.003946644,20.408163265306122,0.04223595918367347,15.306122448979592,0.002759416,0.5243852751857021,260.48095924543435,2.16194736106743,38.531173695084654
445,2024-07-19 13:14:28,cell_2,0.003404524,17.857142857142858,0.02046343928571429,10.714285714285715,0.001909921,0.3365970103309597,254.40233319649835,1.0724974638189078,38.5500670830387
446,2024-07-19 13:14:44,cell_1,0.003764949,20.408163265306122,0.040255454081632655,15.306122448979592,0.002630023,0.5239160610143724,253.53311248794742,2.1170386088350406,38.57258399982964
447,2024-07-19 13:15:00,cell_2,0.003323248,17.857142857142858,0.020205010714285716,10.714285714285715,0.001885801,0.3404743190998686,253.2027990720675,1.0639698449007478,38.576207425884164
448,2024-07-19 13:15:16,cell_1,0.003748132,20.408163265306122,0.040344,15.306122448979592,0.002635808,0.5274243276384075,254.60376710040194,2.1127731381439987,38.53660876835791
449,2024-07-19 13:15:32,cell_2,0.003337868,17.857142857142858,0.020120978571428576,10.714285714285715,0.001877958,0.33757320541135843,255.75499527441792,1.0489715518473364,38.50684538008854
450,2024-07-19 13:15:49,cell_1,0.003788828,20.408163265306122,0.040710505102040814,15.306122448979592,0.002659753,0.5264991575231179,256.9544339325435,2.112463001266508,38.48639937984454
451,2024-07-19 13:16:05,cell_2,0.003380292,17.857142857142858,0.02058795,10.714285714285715,0.001921542,0.34107266472837255,257.6065642631433,1.0656017279109162,38.47527059678831
452,2024-07-19 13:16:21,cell_1,0.003808193,20.408163265306122,0.040414852040816324,15.306122448979592,0.002640437,0.5200176960568963,252.84031351134618,2.131245157838999,38.43981402322886
453,2024-07-19 13:16:37,cell_2,0.00331111,17.857142857142858,0.02021141785714286,10.714285714285715,0.001886399,0.34183080598349197,256.5114702765659,1.0505790292263233,38.410310299566234
