,Voltage (V),Current (A),Current Std (A)
0,0.0,3.747501e-10,8.091091e-10
1,-0.2222222222222222,1.941073e-10,9.338021e-10
2,-0.4444444444444444,3.090664e-10,8.211659e-10
3,-0.6666666666666666,1.608529e-10,8.042952e-10
4,-0.8888888888888888,1.027481e-10,7.995971e-10
5,-1.1111111111111112,3.372788e-10,7.686865e-10
6,-1.3333333333333333,1.89054e-10,9.314984e-10
7,-1.5555555555555554,2.294742e-10,9.437964e-10
8,-1.7777777777777777,2.673791e-10,8.45403e-10
9,-2.0,2.143165e-10,9.481022e-10
