,Voltage (V),Current (A),Current Std (A)
0,0.0,8.390285e-09,8.146792e-08
1,-0.2222222222222222,1.448742e-09,9.600116e-08
2,-0.4444444444444444,1.298785e-08,7.889631e-08
3,-0.6666666666666666,1.018756e-08,7.831603e-08
4,-0.8888888888888888,2.425854e-09,9.543228e-08
5,-1.1111111111111112,6.129288e-09,9.459244e-08
6,-1.3333333333333333,2.997749e-09,9.454655e-08
7,-1.5555555555555554,-1.386909e-08,7.944103e-08
8,-1.7777777777777777,1.244085e-08,7.739067e-08
9,-2.0,1.269433e-09,9.573331e-08
