,Voltage (V),Current (A),Current Std (A)
0,0.0,-7.579733e-11,1.155735e-09
1,-0.2222222222222222,3.208595e-10,7.543133e-10
2,-0.4444444444444444,1.688479e-10,8.735136e-10
3,-0.6666666666666666,2.046343e-10,8.996894e-10
4,-0.8888888888888888,2.989577e-10,8.573604e-10
5,-1.1111111111111112,2.829562e-10,8.58322e-10
6,-1.3333333333333333,2.610619e-10,8.414795e-10
7,-1.5555555555555554,2.269498e-10,9.335774e-10
8,-1.7777777777777777,2.042106e-10,9.416715e-10
9,-2.0,1.212702e-10,8.118742e-10
